Month,Year,Location,Latitude,Longitude,State,MinTemp,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
8,2009,Alice Springs,-23.698,133.8807,NT,10.4,28.1,0.37,42.7,26.7,15.9,1019.1,1015.4,19.1,27
9,2009,Alice Springs,-23.698,133.8807,NT,14.2,29.9,0.19,47.2,24.6,14.4,1017.2,1012.7,21.8,28.7
10,2009,Alice Springs,-23.698,133.8807,NT,13.1,30.9,0,45.6,18,10.1,1018.2,1013.8,23.7,29.8
11,2009,Alice Springs,-23.698,133.8807,NT,19,35.6,0.01,48.9,19.9,10.3,1013,1008.8,28.8,34.6
12,2009,Alice Springs,-23.698,133.8807,NT,20.2,35.6,0.35,46,24.3,16.5,1012,1008.3,28.4,34.4
1,2010,Alice Springs,-23.698,133.8807,NT,21.4,35.2,4.42,46.2,38.2,25.8,1008.9,1005.5,28.3,34.2
2,2010,Alice Springs,-23.698,133.8807,NT,21.4,34.2,6.51,47.1,48.9,34.5,1010.4,1006.8,27.4,32.7
3,2010,Alice Springs,-23.698,133.8807,NT,17.4,30.1,1.01,37.3,49.1,33.5,1015.3,1012,23.7,29.5
4,2010,Alice Springs,-23.698,133.8807,NT,14.8,28.1,1.33,35.3,61.2,36.4,1017.4,1013.7,20.9,27.4
5,2010,Alice Springs,-23.698,133.8807,NT,8.2,22.8,0.37,34.5,59.5,33.3,1019.1,1015.6,15.3,22.2
6,2010,Alice Springs,-23.698,133.8807,NT,3.3,19.1,0,33.8,59.5,31.2,1024.6,1021.3,10.3,18.5
7,2010,Alice Springs,-23.698,133.8807,NT,6.6,17.7,3.32,34.3,79.2,50.7,1023.8,1020.9,10.8,16.6
8,2010,Alice Springs,-23.698,133.8807,NT,5.8,19.8,0.53,38.3,63.2,34.1,1021.7,1018,12.2,19.1
9,2010,Alice Springs,-23.698,133.8807,NT,9.8,22.5,1.6,40.6,60.8,44.2,1019.9,1016.5,16.1,21.3
10,2010,Alice Springs,-23.698,133.8807,NT,12.3,26.2,2.26,39.1,49.9,37.1,1017.2,1013.4,20.1,25.1
11,2010,Alice Springs,-23.698,133.8807,NT,14.4,30.3,2.12,45.6,39.9,27.5,1013.9,1010.2,24,29.1
12,2010,Alice Springs,-23.698,133.8807,NT,17.9,33.4,2.42,42.5,37,25.2,1008,1004.1,26.5,32.5
1,2011,Alice Springs,-23.698,133.8807,NT,22.3,37.4,2.13,48.6,39.2,26.8,1006,1002.3,30.6,35.9
2,2011,Alice Springs,-23.698,133.8807,NT,21.2,33.4,3.85,45.4,60,40.2,1008.8,1005.3,26.5,32.2
3,2011,Alice Springs,-23.698,133.8807,NT,17.3,29.2,2.32,40.5,69,45,1011.1,1007.7,22.1,28.1
5,2011,Alice Springs,-23.698,133.8807,NT,5.5,21,0.06,33.8,57.8,29.1,1022.2,1018.5,12.9,20.4
6,2011,Alice Springs,-23.698,133.8807,NT,2.6,19.5,0.33,32.8,66.5,30.8,1023.1,1019.6,9.3,19
7,2011,Alice Springs,-23.698,133.8807,NT,4.7,20.9,0.24,32.2,65.5,33.5,1023.1,1019.5,11.1,20.3
8,2011,Alice Springs,-23.698,133.8807,NT,5.1,25.4,0,36.2,34.9,16,1022.3,1018.1,15.9,24.6
9,2011,Alice Springs,-23.698,133.8807,NT,8.8,28.2,0,42.1,24.9,12.2,1019.8,1015.2,19.9,27.4
10,2011,Alice Springs,-23.698,133.8807,NT,15.2,31.4,0.41,43.7,37,20.4,1015.3,1011,23.1,30.1
11,2011,Alice Springs,-23.698,133.8807,NT,17.6,32.7,1.34,41.3,38.5,25.2,1012.8,1008.8,25.8,31
12,2011,Alice Springs,-23.698,133.8807,NT,19.1,36.4,0.14,45.9,24.6,18.4,1008.5,1004.8,29.2,34.2
1,2012,Alice Springs,-23.698,133.8807,NT,21.5,37.4,0.89,50.5,29.7,19.9,1008.4,1004.8,29.9,35.4
2,2012,Alice Springs,-23.698,133.8807,NT,18,35.6,1.53,44.9,33.3,22.4,1009.9,1005.8,27.2,33.4
3,2012,Alice Springs,-23.698,133.8807,NT,15,29.8,1.32,38.6,49.3,33.5,1012.4,1008.6,22.4,28.6
4,2012,Alice Springs,-23.698,133.8807,NT,12.8,28.2,0.88,37.5,48.2,28.4,1018.7,1015.1,20.6,27.1
5,2012,Alice Springs,-23.698,133.8807,NT,4.5,23.3,0,37.5,41.9,21.6,1022.6,1018.8,14.2,22.5
6,2012,Alice Springs,-23.698,133.8807,NT,2.1,19.9,0,35.3,49.7,25,1022.9,1019.4,10.9,19
7,2012,Alice Springs,-23.698,133.8807,NT,-0.3,19.1,0,38.6,42.9,22.3,1024.3,1020.6,8.9,18.2
8,2012,Alice Springs,-23.698,133.8807,NT,4.3,24.9,0,37.7,25.8,13,1022.6,1018.4,15.1,23.6
9,2012,Alice Springs,-23.698,133.8807,NT,9.6,29.5,0.13,40.8,22.4,12.2,1018.9,1014.4,20.8,28.2
10,2012,Alice Springs,-23.698,133.8807,NT,13.7,33.7,0.02,43.2,17.7,10,1016.6,1012,25.9,32.3
11,2012,Alice Springs,-23.698,133.8807,NT,20.2,36.7,1.44,45.8,26.2,17.7,1012.4,1008.2,29.2,34.7
1,2013,Alice Springs,-23.698,133.8807,NT,21.9,39.9,0.75,48.4,20.7,14.3,1008.1,1004.2,31.9,38.1
3,2013,Alice Springs,-23.698,133.8807,NT,19,35.1,0.81,42.3,34.7,22.1,1012.5,1008.4,26.5,33.6
4,2013,Alice Springs,-23.698,133.8807,NT,12.6,30.5,0.03,39.7,31.1,18.1,1018.2,1014.1,22,29.3
5,2013,Alice Springs,-23.698,133.8807,NT,10.3,24.8,1.4,37.5,53.5,34.9,1020.2,1016.5,17.2,23.7
6,2013,Alice Springs,-23.698,133.8807,NT,7.2,19.3,0.13,32.2,60.8,35.5,1022.3,1019,12.2,18.5
7,2013,Alice Springs,-23.698,133.8807,NT,4.6,20.9,1.39,35.4,56.8,31,1023.8,1020,11.9,19.9
8,2013,Alice Springs,-23.698,133.8807,NT,7.1,26.4,0,35.5,30.4,15.8,1020.9,1016.9,17.3,25.4
9,2013,Alice Springs,-23.698,133.8807,NT,13.3,33.3,0.02,43,18.3,9.9,1016.7,1012.1,25.1,31.8
10,2013,Alice Springs,-23.698,133.8807,NT,13.9,32.6,0,44.7,15.4,10.5,1017.3,1012.9,24.7,30.9
11,2013,Alice Springs,-23.698,133.8807,NT,18.2,35.3,0.04,46.5,17.9,13.7,1011.9,1007.7,27.7,33.4
12,2013,Alice Springs,-23.698,133.8807,NT,20,35.6,0.99,44.5,30,21.3,1011.6,1008,28.5,33.7
1,2014,Alice Springs,-23.698,133.8807,NT,22.2,36,1.08,46.7,32.8,26.4,1009,1005.6,29.7,34.1
2,2014,Alice Springs,-23.698,133.8807,NT,20.2,33.7,1.65,49.7,42.8,29.8,1008.7,1005.1,26.6,31.9
3,2014,Alice Springs,-23.698,133.8807,NT,17.5,34.6,0.03,45.5,29.3,17.1,1015.3,1011.2,26.8,33.1
4,2014,Alice Springs,-23.698,133.8807,NT,14.6,28.3,3.02,38.2,53.2,36.2,1016.8,1013.4,21.2,27
5,2014,Alice Springs,-23.698,133.8807,NT,10.3,25.5,0.17,30,56.7,31.6,1020.3,1016.7,17.2,24.7
6,2014,Alice Springs,-23.698,133.8807,NT,3.2,19.8,0,36.7,53.3,29.6,1024.3,1020.9,11.3,19
7,2014,Alice Springs,-23.698,133.8807,NT,3.4,20.7,0.85,31.8,53.2,25.9,1023.5,1019.7,10.8,19.9
8,2014,Alice Springs,-23.698,133.8807,NT,2.5,21,0,39.4,34.5,18.4,1026,1022.1,12.5,20
9,2014,Alice Springs,-23.698,133.8807,NT,9.9,29.8,0,40.1,21.1,12.1,1019.7,1015.3,21,28.6
10,2014,Alice Springs,-23.698,133.8807,NT,14.9,34.2,0,42.2,13.1,8.9,1017.3,1012.7,26.6,32.7
11,2014,Alice Springs,-23.698,133.8807,NT,19.2,36,0.3,42.6,22,16.6,1013.9,1009.8,28.7,34.4
12,2014,Alice Springs,-23.698,133.8807,NT,21.8,37,1.12,46.6,36.3,24.6,1009.5,1005.9,29.2,34.7
1,2015,Alice Springs,-23.698,133.8807,NT,20.5,32.6,6.51,39.6,46.6,35.5,1007.8,1004.9,27,31.3
2,2015,Alice Springs,-23.698,133.8807,NT,20,37.4,0,42.6,27.6,16.9,1012,1008.1,29.7,36
3,2015,Alice Springs,-23.698,133.8807,NT,17.7,34.5,0,41.5,23.6,14.1,1015.1,1011.1,26,33.2
4,2015,Alice Springs,-23.698,133.8807,NT,11.1,26.1,0.25,38.1,37.9,23.8,1020.1,1016,18.8,24.9
5,2015,Alice Springs,-23.698,133.8807,NT,6.7,23,0,35.5,44.6,25.5,1023.6,1020,14.7,22.2
6,2015,Alice Springs,-23.698,133.8807,NT,4.9,21.1,0.08,33.7,62.5,33.5,1025,1021.5,11.7,20.1
7,2015,Alice Springs,-23.698,133.8807,NT,2.3,19.8,0,33.5,46.9,24.6,1025.9,1022.4,10.1,18.7
8,2015,Alice Springs,-23.698,133.8807,NT,5.8,23.2,0.01,37.6,36.2,21,1023.5,1019.6,14.5,22.1
9,2015,Alice Springs,-23.698,133.8807,NT,7,26.2,0,38.9,23.3,13,1022.7,1018.4,18.1,24.9
10,2015,Alice Springs,-23.698,133.8807,NT,15.6,35.4,0,41.9,13.6,8.3,1019.1,1014.6,28.1,34.1
11,2015,Alice Springs,-23.698,133.8807,NT,19.1,36.8,0.79,43.4,18.8,11.3,1013.3,1009,29.1,35.3
12,2015,Alice Springs,-23.698,133.8807,NT,21.7,34.6,3.86,47.1,42.1,34.8,1010.5,1007,27.7,32.1
1,2016,Alice Springs,-23.698,133.8807,NT,20.2,34.9,1.29,40.4,43.7,28.9,1011.8,1008.5,27.6,33.5
2,2016,Alice Springs,-23.698,133.8807,NT,20.7,37.2,0.91,45,26.8,16.3,1011.8,1008.1,29.6,35.8
3,2016,Alice Springs,-23.698,133.8807,NT,20.2,35.1,0.52,40.3,43.8,26.6,1013.6,1009.6,27,33.4
4,2016,Alice Springs,-23.698,133.8807,NT,12.8,31.8,0,36.6,29.3,15.7,1019.3,1015.2,22.9,30.7
5,2016,Alice Springs,-23.698,133.8807,NT,10.9,25.4,1.89,32.1,61.8,32.6,1019.5,1016.1,16.7,24.2
6,2016,Alice Springs,-23.698,133.8807,NT,8.5,20.7,0.93,32.6,70.3,45.4,1020.8,1017.8,13.6,19.7
7,2016,Alice Springs,-23.698,133.8807,NT,4.9,21.1,0,34.1,53.5,29.2,1023.2,1019.7,12.1,20
8,2016,Alice Springs,-23.698,133.8807,NT,6.2,22.6,0.66,39.6,46,25.8,1020.7,1016.9,14.1,21.3
9,2016,Alice Springs,-23.698,133.8807,NT,9.9,24.6,1.64,42.6,49.4,34.5,1017.1,1012.9,16.9,23.3
10,2016,Alice Springs,-23.698,133.8807,NT,12.1,30.5,0.11,42.1,23,17.4,1016.8,1012.6,22.9,28.9
11,2016,Alice Springs,-23.698,133.8807,NT,17.2,35.4,0.23,47.4,22.5,12.2,1012.8,1008.6,27.3,33.6
12,2016,Alice Springs,-23.698,133.8807,NT,21.7,34.5,4.35,44.8,47.1,32,1010.2,1006.3,27.5,32.9
1,2017,Alice Springs,-23.698,133.8807,NT,23.5,36.3,1.54,40,54.1,37,1007.6,1004.2,29,34.6
2,2017,Alice Springs,-23.698,133.8807,NT,19.9,37.4,0.09,44,33.4,21.6,1010.8,1006.8,28.6,36
3,2017,Alice Springs,-23.698,133.8807,NT,19.3,36.9,0,40.2,24.2,16.6,1012.3,1008.5,28.5,35.6
4,2017,Alice Springs,-23.698,133.8807,NT,11.6,28.2,0.01,37.6,32.1,17.9,1019.5,1015.5,19.7,27.1
5,2017,Alice Springs,-23.698,133.8807,NT,6.8,26,0,35.8,36.9,19.6,1021.9,1017.8,16.4,25
6,2017,Alice Springs,-23.698,133.8807,NT,0.8,21,0,35.4,49.5,24.6,1026.6,1023.1,9.7,20.2
1,2009,Badgerys Creek,-33.8829,150.7609,NSW,16.2,32.7,0.95,41.3,65.5,35.9,1015.8,1012.4,22.4,31.2
2,2009,Badgerys Creek,-33.8829,150.7609,NSW,17.2,28.7,3.91,38,78.8,54,1014.9,1012.5,20.9,27.2
3,2009,Badgerys Creek,-33.8829,150.7609,NSW,14.6,27.1,2.41,37.9,85.9,50.8,1018.2,1015.6,18.6,25.9
4,2009,Badgerys Creek,-33.8829,150.7609,NSW,12.2,22.4,2.8,33.5,77.3,57.8,1019.6,1017.1,17.3,21.1
5,2009,Badgerys Creek,-33.8829,150.7609,NSW,8.2,20.4,3.66,31.8,83.5,57.1,1023.8,1021.3,14,18.8
6,2009,Badgerys Creek,-33.8829,150.7609,NSW,6.1,17.6,0.64,26.2,90.8,62.4,1018,1015.3,10.5,16
7,2009,Badgerys Creek,-33.8829,150.7609,NSW,3.8,17.7,0.65,33.7,80.1,48.9,1018.5,1016,10.1,16.5
8,2009,Badgerys Creek,-33.8829,150.7609,NSW,3.8,21.1,0.11,40.6,73.5,36.4,1017.9,1014,11.4,20.3
9,2009,Badgerys Creek,-33.8829,150.7609,NSW,7.5,23.6,0.93,44.4,59.6,40.4,1015.3,1011.7,16.2,22.1
10,2009,Badgerys Creek,-33.8829,150.7609,NSW,10.1,23.6,0.82,44.4,63.7,47.1,1018.8,1015.9,16.6,21.7
11,2009,Badgerys Creek,-33.8829,150.7609,NSW,15.5,30.1,0.59,41,66.7,43.9,1017.1,1013.7,21.5,28.2
12,2009,Badgerys Creek,-33.8829,150.7609,NSW,16.2,29.7,1.01,38.8,66.5,45.7,1016.9,1013.7,21.7,27.5
1,2010,Badgerys Creek,-33.8829,150.7609,NSW,17.7,31.6,1.59,43,69.6,46.5,1013,1009.9,22.7,29.6
2,2010,Badgerys Creek,-33.8829,150.7609,NSW,18,28.4,4.65,35.4,80.2,59.2,1019,1016.7,21.7,26.8
3,2010,Badgerys Creek,-33.8829,150.7609,NSW,15.2,27.1,2.2,32.1,78.6,50.6,1023.1,1020.5,19.1,26.1
4,2010,Badgerys Creek,-33.8829,150.7609,NSW,11.1,24.9,0.5,30.6,73.5,46.6,1020.8,1017.8,17.8,23.8
5,2010,Badgerys Creek,-33.8829,150.7609,NSW,7,20.6,3.76,31.3,80,53.3,1018.5,1015.8,13.1,18.9
6,2010,Badgerys Creek,-33.8829,150.7609,NSW,5.7,17.8,2.42,32.9,82.4,53.9,1023.1,1020.6,10.6,16.6
7,2010,Badgerys Creek,-33.8829,150.7609,NSW,5.7,16.7,2.56,30.8,83,57,1024.8,1022.5,10.2,15.6
8,2010,Badgerys Creek,-33.8829,150.7609,NSW,5.3,17.6,0.84,41.8,65,42.5,1017.5,1014.7,11.6,16.7
9,2010,Badgerys Creek,-33.8829,150.7609,NSW,7.8,21.1,1.39,39,67.8,47.2,1019.2,1015.7,14.9,19.8
10,2010,Badgerys Creek,-33.8829,150.7609,NSW,11.3,22.8,3.21,37,81.3,59.8,1022.8,1020.1,16.1,21.2
11,2010,Badgerys Creek,-33.8829,150.7609,NSW,14,25.1,3.97,37.7,77.5,61,1019.3,1016.6,19,23.2
12,2010,Badgerys Creek,-33.8829,150.7609,NSW,16.1,27,4.52,38.3,76.2,60.8,1012.3,1009.5,20.6,25.1
1,2011,Badgerys Creek,-33.8829,150.7609,NSW,18.2,30.2,1.32,37.2,77.8,55.8,1013.2,1010.7,22.6,28.5
2,2011,Badgerys Creek,-33.8829,150.7609,NSW,18.1,31.1,0.99,35.7,75.2,47.8,1016.7,1014.2,22.5,29.3
3,2011,Badgerys Creek,-33.8829,150.7609,NSW,15.8,27.7,2.68,35.8,78.6,53.6,1016.9,1014.9,19.8,25.5
5,2011,Badgerys Creek,-33.8829,150.7609,NSW,6.2,19.7,1.68,28.9,78.4,49.7,1019.7,1017.1,12.3,18.5
6,2011,Badgerys Creek,-33.8829,150.7609,NSW,5.7,17.5,2.14,34,81.1,57.1,1021.3,1019.2,11,16
7,2011,Badgerys Creek,-33.8829,150.7609,NSW,4.5,16.9,1.61,32.2,80.2,51.9,1021.3,1018.8,9.8,15.6
8,2011,Badgerys Creek,-33.8829,150.7609,NSW,5.4,19.1,1.54,26.4,94.2,56,1021.9,1019.1,11.6,17.9
9,2011,Badgerys Creek,-33.8829,150.7609,NSW,7.8,22.1,2.28,37.4,73.4,46.1,1019.1,1015.6,15.1,20.3
10,2011,Badgerys Creek,-33.8829,150.7609,NSW,10.5,22.9,1.37,29.8,81.2,52.5,1018.9,1016,16,21.6
11,2011,Badgerys Creek,-33.8829,150.7609,NSW,15,27.1,5.37,35.1,82.5,56.9,1016,1013.6,19.5,25.2
12,2011,Badgerys Creek,-33.8829,150.7609,NSW,14,23.7,3.21,28.6,75.2,61.8,1015.8,1013.7,18.4,22.1
1,2012,Badgerys Creek,-33.8829,150.7609,NSW,16.5,27.8,3.86,34.2,73.5,54.7,1015.2,1012.8,21.3,26.3
2,2012,Badgerys Creek,-33.8829,150.7609,NSW,16.6,26.5,6.66,30.2,88.6,67.8,1014.7,1012.7,20,24.6
3,2012,Badgerys Creek,-33.8829,150.7609,NSW,15,25,6.39,32.3,87.1,63.1,1016.8,1014.5,18.2,23.8
4,2012,Badgerys Creek,-33.8829,150.7609,NSW,12,23.6,4.31,28.6,80.1,57.2,1020.8,1018.1,17.5,22.2
5,2012,Badgerys Creek,-33.8829,150.7609,NSW,5.7,20.3,0.42,25.9,83.8,48.6,1022.7,1019.6,12.2,19.1
6,2012,Badgerys Creek,-33.8829,150.7609,NSW,5.6,16.8,2.87,25.6,90,64.7,1020.7,1017.9,10.3,15.6
7,2012,Badgerys Creek,-33.8829,150.7609,NSW,4.2,16.9,0.57,30,83.5,54.1,1023.6,1020.9,9.7,15.9
8,2012,Badgerys Creek,-33.8829,150.7609,NSW,3.8,19.7,0.11,39.4,64.4,35.5,1018,1014.7,11.4,18.3
9,2012,Badgerys Creek,-33.8829,150.7609,NSW,6.1,23.7,0.49,38.6,60.5,36.3,1017.7,1014,15.5,22
10,2012,Badgerys Creek,-33.8829,150.7609,NSW,9.1,25.5,1.38,37.1,67.1,37.4,1018.3,1015,16.4,23.8
11,2012,Badgerys Creek,-33.8829,150.7609,NSW,13.9,26.7,1.62,33.1,71.4,49.8,1017.2,1014.1,19.3,24.9
1,2013,Badgerys Creek,-33.8829,150.7609,NSW,18,31.2,5.43,35,72.5,49.6,1012.6,1010,22.6,29.2
3,2013,Badgerys Creek,-33.8829,150.7609,NSW,15.4,27.4,1.96,31.4,81.9,50.9,1018.6,1016,19.4,26.1
4,2013,Badgerys Creek,-33.8829,150.7609,NSW,11.1,24,2.65,26.5,82.2,52.2,1020.4,1017.5,16.6,22.9
5,2013,Badgerys Creek,-33.8829,150.7609,NSW,7.5,20.3,1.69,26,81.5,55.2,1022.9,1019.9,13.1,19.1
6,2013,Badgerys Creek,-33.8829,150.7609,NSW,7.5,16.9,5.07,27,90.7,70.9,1020.1,1017.9,11.1,15.6
7,2013,Badgerys Creek,-33.8829,150.7609,NSW,4.5,18.1,0.09,26,88.8,54.1,1024.7,1021.9,10,17.2
8,2013,Badgerys Creek,-33.8829,150.7609,NSW,5.1,20.7,0.26,36.7,67.6,37.7,1017.1,1014,12.7,19.6
9,2013,Badgerys Creek,-33.8829,150.7609,NSW,8.9,25.3,1.03,39.5,62.6,35.7,1015.3,1011.5,17.3,23.8
10,2013,Badgerys Creek,-33.8829,150.7609,NSW,9.9,27.5,0.19,42.5,54.2,29.1,1015.7,1012.2,17.9,25.7
11,2013,Badgerys Creek,-33.8829,150.7609,NSW,13.3,26.2,5.44,37,65.1,48.4,1014.8,1011.9,18.9,24.2
12,2013,Badgerys Creek,-33.8829,150.7609,NSW,15.7,29.6,0.93,35.4,64.5,41.6,1014.7,1011.5,21.5,27.9
1,2014,Badgerys Creek,-33.8829,150.7609,NSW,16.5,30.6,0.44,32.7,69.6,41.4,1016.3,1013.1,21.8,29.1
2,2014,Badgerys Creek,-33.8829,150.7609,NSW,17.4,28.1,2.58,31.2,76.3,51.7,1015.5,1013.1,20.8,26.6
3,2014,Badgerys Creek,-33.8829,150.7609,NSW,16.2,26.7,4.52,31.2,86.9,58.6,1019.9,1017.3,19.4,25.4
4,2014,Badgerys Creek,-33.8829,150.7609,NSW,13,23.7,1.96,26.2,79.4,57.1,1018.6,1015.9,17.6,22.6
5,2014,Badgerys Creek,-33.8829,150.7609,NSW,8.5,22.2,0.17,23,82.5,50.1,1021.9,1018.7,14.2,21.1
6,2014,Badgerys Creek,-33.8829,150.7609,NSW,6.5,18.3,1.1,35.8,80.8,55.2,1019.7,1017.2,11.6,17.4
7,2014,Badgerys Creek,-33.8829,150.7609,NSW,3.4,18.3,0.27,35.6,77.9,42.7,1020.3,1017.2,9.7,17.5
8,2014,Badgerys Creek,-33.8829,150.7609,NSW,6.1,18.1,4.38,31.7,78.7,53.9,1026.4,1023.7,11.7,16.9
9,2014,Badgerys Creek,-33.8829,150.7609,NSW,8.6,21.7,0.69,35.1,68.6,45.5,1020.4,1016.8,15.4,20.6
10,2014,Badgerys Creek,-33.8829,150.7609,NSW,11,26.1,1.87,36.7,66.1,41.1,1019,1015.5,17.4,24.5
11,2014,Badgerys Creek,-33.8829,150.7609,NSW,14.8,29,1.15,40,65.1,43.9,1016.5,1012.9,20.4,27.2
12,2014,Badgerys Creek,-33.8829,150.7609,NSW,17.1,28.5,4.13,39.7,72.5,50.3,1012.4,1009.5,21.3,26.8
1,2015,Badgerys Creek,-33.8829,150.7609,NSW,18.2,28.9,5,34.5,76.3,53.5,1012.3,1009.8,22.1,27.5
2,2015,Badgerys Creek,-33.8829,150.7609,NSW,17.3,28.1,1.21,29.7,83.2,57.2,1018.8,1016.7,21.1,26.4
3,2015,Badgerys Creek,-33.8829,150.7609,NSW,14.8,27.3,1.8,33.4,78.7,50.5,1016.1,1013.6,19.1,25.8
4,2015,Badgerys Creek,-33.8829,150.7609,NSW,12.7,22.3,8.45,35.4,82.2,64.8,1019.2,1016.8,16.7,20.5
5,2015,Badgerys Creek,-33.8829,150.7609,NSW,8.9,19.4,1.7,30.1,81,60.2,1021.9,1019.2,13.7,18.3
6,2015,Badgerys Creek,-33.8829,150.7609,NSW,6,17.5,2.07,21.7,88.8,62.1,1026.2,1023.7,10.2,16.5
7,2015,Badgerys Creek,-33.8829,150.7609,NSW,2.4,16,0.16,24.8,87.6,46.2,1023.8,1020.6,6.7,15
11,2015,Badgerys Creek,-33.8829,150.7609,NSW,15.3,29.9,0,34.6,70.9,47.3,1013.6,1010.4,22,28.2
12,2015,Badgerys Creek,-33.8829,150.7609,NSW,15.3,29.7,0,34.2,69.9,46.6,1017.6,1014.9,21.7,27.6
1,2016,Badgerys Creek,-33.8829,150.7609,NSW,17.2,28.8,5.55,37.3,82,60.7,1014.7,1012.4,21.7,26.8
2,2016,Badgerys Creek,-33.8829,150.7609,NSW,17,30.3,0.44,31.9,81.3,50.6,1015.2,1012.7,21.7,28.9
3,2016,Badgerys Creek,-33.8829,150.7609,NSW,16.5,29.4,1.02,29.5,86.5,50.3,1018.8,1015.9,20.3,27.8
4,2016,Badgerys Creek,-33.8829,150.7609,NSW,13.2,26.2,0.35,25.3,85.5,53.1,1023.4,1020.1,18.4,24.7
5,2016,Badgerys Creek,-33.8829,150.7609,NSW,7.1,23.2,0.38,31.5,75.7,42.9,1017.3,1014,14.5,21.9
6,2016,Badgerys Creek,-33.8829,150.7609,NSW,7.1,18.1,8.35,32.7,81.4,56.2,1018,1015,11.9,16.8
7,2016,Badgerys Creek,-33.8829,150.7609,NSW,5.6,18.5,1.44,33.5,82.1,53.4,1019.4,1016.7,11.2,17.4
8,2016,Badgerys Creek,-33.8829,150.7609,NSW,5.2,18.7,1.89,29.8,81.3,54.3,1022.1,1019.1,11.7,17.3
9,2016,Badgerys Creek,-33.8829,150.7609,NSW,8.4,21.1,1.89,33.7,74.9,54.1,1015.5,1012.3,15.2,19.8
10,2016,Badgerys Creek,-33.8829,150.7609,NSW,9.6,24.5,0.46,40.8,64,39.9,1015.8,1012.8,16.6,22.8
11,2016,Badgerys Creek,-33.8829,150.7609,NSW,13.1,29.7,0.34,38.7,60.1,38.4,1013.1,1010,20.7,27.4
12,2016,Badgerys Creek,-33.8829,150.7609,NSW,17.8,32.4,0.78,35.6,70.8,49.5,1013.1,1010.3,23.2,29.8
1,2017,Badgerys Creek,-33.8829,150.7609,NSW,19.2,34.2,0.79,37.8,68.3,48.3,1012.7,1009.7,24.8,31
2,2017,Badgerys Creek,-33.8829,150.7609,NSW,18.4,31.9,3.32,35.1,79.5,55.6,1015,1012.2,23,29.3
3,2017,Badgerys Creek,-33.8829,150.7609,NSW,17.6,25.6,9.23,34.7,97,83.7,1016.9,1015.2,20.1,23.8
4,2017,Badgerys Creek,-33.8829,150.7609,NSW,10.7,23.8,0.41,29.5,73.6,51.6,1022,1018.8,17,22
5,2017,Badgerys Creek,-33.8829,150.7609,NSW,8,20.8,0.5,25.6,81.9,51.4,1023.2,1020.4,13.7,19.7
6,2017,Badgerys Creek,-33.8829,150.7609,NSW,7.2,18.3,2.22,25.6,87.7,59.6,1026.9,1024.5,11.5,17.3
12,2008,Ballarat,-37.5622,143.8503,VIC,8.8,21.4,2.69,45.9,70.7,46.9,1009.8,1008.4,13.7,19.6
1,2009,Ballarat,-37.5622,143.8503,VIC,10.5,28.6,0.02,48.3,49.7,24,1012.9,1011.5,18.7,26.6
2,2009,Ballarat,-37.5622,143.8503,VIC,12.1,27.7,0.08,50.8,59.8,29.5,1014,1012.3,17.4,26
3,2009,Ballarat,-37.5622,143.8503,VIC,10,23.2,1.27,47.7,80.9,43.4,1016.6,1015.1,13.4,21.5
4,2009,Ballarat,-37.5622,143.8503,VIC,6.3,18,1.1,43.5,79.3,51.7,1019,1017,11.5,16.7
5,2009,Ballarat,-37.5622,143.8503,VIC,5.6,15,0.67,38,85.3,62.7,1024.5,1022.6,9.8,14
6,2009,Ballarat,-37.5622,143.8503,VIC,3.7,11.7,1.99,38.8,91.7,78,1017,1014.8,7.2,10.3
7,2009,Ballarat,-37.5622,143.8503,VIC,3.5,10.7,2.11,46,89.3,72.9,1017,1015.2,6.2,9.8
8,2009,Ballarat,-37.5622,143.8503,VIC,4.2,12.5,2.09,54.7,86.2,66.7,1014.1,1012.2,7.2,11.3
9,2009,Ballarat,-37.5622,143.8503,VIC,4.6,14.4,3.01,49.6,78,62.5,1013.9,1011.6,8.9,13
10,2009,Ballarat,-37.5622,143.8503,VIC,6,16.5,1.03,44.9,77.5,58.7,1019.5,1018.5,10.2,15
11,2009,Ballarat,-37.5622,143.8503,VIC,11.2,25.8,2.45,44.1,63,42.2,1016.8,1015.3,17.7,24
12,2009,Ballarat,-37.5622,143.8503,VIC,9.8,23.9,1.1,44.9,63.3,44.6,1015.8,1014.3,15.8,21.8
1,2010,Ballarat,-37.5622,143.8503,VIC,11.1,27.3,0.84,47.7,58,35.9,1012.9,1011.6,17.8,25.1
2,2010,Ballarat,-37.5622,143.8503,VIC,13.6,27.1,0.93,51.8,68.4,44.4,1016.7,1015.2,18.1,24.8
3,2010,Ballarat,-37.5622,143.8503,VIC,11.6,23.1,4.01,41.2,72.8,51.3,1020.6,1019.3,15.2,21.2
4,2010,Ballarat,-37.5622,143.8503,VIC,9.8,18.4,2.01,39.6,81.7,64.3,1019.7,1018,13.5,16.9
5,2010,Ballarat,-37.5622,143.8503,VIC,5,14.3,1.07,37.2,92.1,67.9,1019.3,1017.3,9.2,13.2
6,2010,Ballarat,-37.5622,143.8503,VIC,2.3,10.7,1.45,38.2,95.7,75.5,1023.6,1021.9,5.9,9.6
